"","year","a_author_fraction","N","Internationale_Politik","Sicherheitspolitik","Europapolitik","Wirtschaft","Beschäftigung_Arbeit","Landwirtschaft","Finanzwesen","Steuer","Soziale_Fragen","Migration","Sozialer_Schutz","Gesundheit","Raumplanung_Wohnungswesen","Kultur","Bildung","Wissenschaft_Forschung","Medien_Kommunikation","Verkehr","Umwelt","Energie","Staatspolitik","Parlament","Recht_allgemein","Zivilrecht","Strafrecht","Gerichtswesen","Internationales_Recht","Menschenrechte"
"94","2008","Freisinnig-demokratische Fraktion",136,2.94117647058824,8.82352941176471,3.67647058823529,10.2941176470588,NA,7.35294117647059,8.08823529411765,NA,4.41176470588235,3.67647058823529,NA,5.14705882352941,5.88235294117647,2.20588235294118,1.47058823529412,3.67647058823529,4.41176470588235,15.4411764705882,4.41176470588235,11.0294117647059,5.14705882352941,2.20588235294118,8.08823529411765,NA,NA,NA,NA,NA
"95","2008","Grüne Fraktion",292,7.87671232876712,8.56164383561644,0.342465753424658,10.958904109589,NA,9.93150684931507,6.84931506849315,NA,8.9041095890411,5.47945205479452,NA,9.58904109589041,1.71232876712329,0.684931506849315,1.36986301369863,1.36986301369863,1.71232876712329,15.4109589041096,13.6986301369863,9.24657534246575,7.19178082191781,1.02739726027397,7.19178082191781,NA,NA,NA,NA,NA
"96","2008","Sozialdemokratische Fraktion",522,6.32183908045977,8.81226053639847,1.91570881226054,11.3026819923372,NA,1.53256704980843,15.9003831417625,NA,9.77011494252874,4.59770114942529,NA,14.176245210728,1.91570881226054,1.72413793103448,3.83141762452107,1.53256704980843,2.8735632183908,8.04597701149425,3.06513409961686,9.00383141762452,5.55555555555556,2.29885057471264,8.04597701149425,NA,NA,NA,NA,NA
"98","2009","FDP-Liberale Fraktion",250,3.2,7.6,4,14,NA,8.4,17.6,NA,6,4.4,NA,7.2,3.2,3.6,3.2,2,4.8,11.2,6.4,7.2,10,1.2,4.4,NA,NA,NA,NA,NA
"99","2009","Fraktion BD",25,4,8,0,4,NA,12,32,NA,0,4,NA,4,4,0,0,0,0,16,8,0,4,0,8,NA,NA,NA,NA,NA
"100","2009","Fraktion CVP/EVP/glp",359,2.78551532033426,5.01392757660167,2.22841225626741,13.9275766016713,NA,3.34261838440111,13.3704735376045,NA,8.91364902506964,2.50696378830084,NA,16.991643454039,1.67130919220056,3.34261838440111,3.62116991643454,0.835654596100279,7.24233983286908,8.35654596100279,5.84958217270195,5.57103064066852,6.4066852367688,2.22841225626741,8.63509749303621,NA,NA,NA,NA,NA
"101","2009","Fraktion der Schweizerischen Volkspartei",683,7.17423133235725,7.61346998535871,4.83162518301611,8.34553440702782,NA,8.05270863836018,9.22401171303075,NA,7.75988286969253,6.29575402635432,NA,6.73499267935578,0.585651537335286,1.31771595900439,1.46412884333821,0.292825768667643,5.56368960468521,12.4450951683748,5.27086383601757,2.92825768667643,8.199121522694,2.34260614934114,13.909224011713,NA,NA,NA,NA,NA
"102","2009","Grüne Fraktion",307,8.79478827361564,7.81758957654723,0.651465798045603,16.6123778501629,NA,4.88599348534202,7.81758957654723,NA,6.51465798045603,4.23452768729642,NA,14.0065146579805,2.28013029315961,3.25732899022801,1.62866449511401,1.95439739413681,4.88599348534202,8.46905537459283,14.6579804560261,6.84039087947883,5.86319218241042,0.651465798045603,5.86319218241042,NA,NA,NA,NA,NA
"103","2009","Sozialdemokratische Fraktion",590,6.27118644067797,9.32203389830508,1.52542372881356,14.9152542372881,NA,1.35593220338983,12.5423728813559,NA,13.3898305084746,6.27118644067797,NA,16.9491525423729,1.69491525423729,2.20338983050847,6.27118644067797,0.847457627118644,5.76271186440678,5.42372881355932,2.3728813559322,3.89830508474576,7.6271186440678,1.52542372881356,8.30508474576271,NA,NA,NA,NA,NA
"105","2010","FDP-Liberale Fraktion",256,2.34375,9.765625,3.90625,14.453125,NA,6.25,11.71875,NA,7.03125,4.6875,NA,8.203125,1.953125,1.5625,5.078125,3.515625,10.15625,11.71875,4.6875,8.59375,6.25,1.5625,4.296875,NA,NA,NA,NA,NA
"106","2010","Fraktion BD",18,0,27.7777777777778,0,0,NA,38.8888888888889,5.55555555555556,NA,5.55555555555556,0,NA,5.55555555555556,11.1111111111111,5.55555555555556,0,0,16.6666666666667,5.55555555555556,5.55555555555556,0,5.55555555555556,0,0,NA,NA,NA,NA,NA
"107","2010","Fraktion CVP/EVP/glp",349,4.29799426934097,5.73065902578797,1.14613180515759,11.1747851002865,NA,6.59025787965616,6.87679083094556,NA,16.3323782234957,5.73065902578797,NA,14.0401146131805,1.43266475644699,2.00573065902579,5.44412607449857,1.43266475644699,9.45558739255014,9.16905444126074,6.59025787965616,2.86532951289398,7.44985673352436,1.43266475644699,9.74212034383954,NA,NA,NA,NA,NA
"108","2010","Fraktion der Schweizerischen Volkspartei",589,8.31918505942275,4.75382003395586,5.09337860780985,7.30050933786078,NA,10.1867572156197,11.0356536502547,NA,4.92359932088285,9.16808149405773,NA,9.8471986417657,1.01867572156197,2.03735144312394,1.35823429541596,0.67911714770798,7.80984719864177,11.0356536502547,5.26315789473684,4.41426146010187,6.45161290322581,2.54668930390492,11.2054329371817,NA,NA,NA,NA,NA
"109","2010","Fraktionslos",3,0,0,0,0,NA,0,66.6666666666667,NA,66.6666666666667,0,NA,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"110","2010","Grüne Fraktion",291,8.24742268041237,8.59106529209622,2.74914089347079,11.340206185567,NA,4.81099656357388,8.59106529209622,NA,5.84192439862543,4.81099656357388,NA,6.52920962199313,1.03092783505155,3.78006872852234,2.40549828178694,2.06185567010309,4.46735395189003,11.340206185567,14.4329896907216,9.96563573883162,10.9965635738832,0,6.87285223367698,NA,NA,NA,NA,NA
"111","2010","Sozialdemokratische Fraktion",446,6.50224215246637,6.05381165919283,1.79372197309417,12.780269058296,NA,1.34529147982063,12.780269058296,NA,17.9372197309417,6.2780269058296,NA,17.9372197309417,1.34529147982063,2.69058295964126,5.15695067264574,1.5695067264574,3.81165919282511,4.93273542600897,3.81165919282511,7.39910313901345,6.95067264573991,1.79372197309417,6.2780269058296,NA,NA,NA,NA,NA
"113","2011","FDP-Liberale Fraktion",252,5.15873015873016,5.95238095238095,5.15873015873016,17.0634920634921,NA,4.36507936507936,15.8730158730159,NA,7.14285714285714,9.52380952380952,NA,7.93650793650794,2.77777777777778,1.98412698412698,1.58730158730159,2.77777777777778,4.36507936507936,6.34920634920635,2.38095238095238,21.8253968253968,6.34920634920635,0.396825396825397,4.36507936507936,NA,NA,NA,NA,NA
"114","2011","Fraktion BD",41,2.4390243902439,0,4.8780487804878,9.75609756097561,NA,4.8780487804878,9.75609756097561,NA,9.75609756097561,7.31707317073171,NA,0,4.8780487804878,0,4.8780487804878,4.8780487804878,0,7.31707317073171,4.8780487804878,43.9024390243902,0,2.4390243902439,0,NA,NA,NA,NA,NA
"115","2011","Fraktion CVP-EVP",34,8.82352941176471,11.7647058823529,5.88235294117647,11.7647058823529,NA,5.88235294117647,0,NA,8.82352941176471,5.88235294117647,NA,8.82352941176471,0,5.88235294117647,2.94117647058824,0,2.94117647058824,17.6470588235294,5.88235294117647,8.82352941176471,11.7647058823529,0,5.88235294117647,NA,NA,NA,NA,NA
"116","2011","Fraktion CVP/EVP/glp",263,5.70342205323194,3.04182509505703,2.28136882129278,15.9695817490494,NA,3.42205323193916,10.6463878326996,NA,11.0266159695817,4.56273764258555,NA,14.828897338403,2.28136882129278,2.28136882129278,5.32319391634981,1.52091254752852,4.94296577946768,6.4638783269962,3.42205323193916,17.8707224334601,6.08365019011407,0,9.1254752851711,NA,NA,NA,NA,NA
"117","2011","Fraktion der Schweizerischen Volkspartei",503,10.934393638171,4.37375745526839,4.57256461232604,8.54870775347912,NA,7.15705765407555,13.3200795228628,NA,4.7713717693837,17.2962226640159,NA,7.55467196819085,0.99403578528827,1.78926441351889,2.18687872763419,0.198807157057654,5.16898608349901,8.74751491053678,4.17495029821074,4.97017892644135,7.95228628230616,2.38568588469185,5.76540755467197,NA,NA,NA,NA,NA
"118","2011","Fraktionslos",16,12.5,0,6.25,6.25,NA,12.5,18.75,NA,0,12.5,NA,18.75,0,0,0,0,0,6.25,0,0,6.25,0,12.5,NA,NA,NA,NA,NA
"119","2011","Grüne Fraktion",258,5.81395348837209,7.36434108527132,1.93798449612403,5.03875968992248,NA,8.13953488372093,5.42635658914729,NA,7.36434108527132,6.2015503875969,NA,9.30232558139535,2.71317829457364,0.775193798449612,0.775193798449612,1.16279069767442,2.71317829457364,8.52713178294574,10.8527131782946,27.906976744186,6.58914728682171,0.387596899224806,4.65116279069767,NA,NA,NA,NA,NA
"120","2011","Grünliberale Fraktion",1,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA
"121","2011","Sozialdemokratische Fraktion",529,7.37240075614367,5.4820415879017,3.40264650283554,15.8790170132325,NA,1.89035916824197,18.5255198487713,NA,10.0189035916824,3.02457466918715,NA,12.2873345935728,3.96975425330813,0.378071833648393,4.15879017013232,1.32325141776938,3.40264650283554,6.42722117202268,4.34782608695652,11.7202268431002,6.80529300567108,1.51228733459357,5.2930056710775,NA,NA,NA,NA,NA
"123","2012","FDP-Liberale Fraktion",236,2.54237288135593,2.54237288135593,0.847457627118644,15.2542372881356,0.423728813559322,5.08474576271186,14.8305084745763,0,9.32203389830508,3.38983050847458,0,14.4067796610169,5.50847457627119,4.23728813559322,0.847457627118644,1.69491525423729,8.89830508474576,8.47457627118644,4.66101694915254,7.6271186440678,10.5932203389831,0.847457627118644,8.89830508474576,2.11864406779661,0,0,0,0
"124","2012","Fraktion BD",28,3.57142857142857,0,0,17.8571428571429,0,10.7142857142857,7.14285714285714,0,39.2857142857143,0,0,7.14285714285714,0,0,3.57142857142857,0,0,3.57142857142857,10.7142857142857,21.4285714285714,7.14285714285714,0,7.14285714285714,0,0,0,0,0
"125","2012","Fraktion CVP-EVP",303,1.98019801980198,4.29042904290429,1.32013201320132,16.1716171617162,0.33003300330033,6.27062706270627,10.2310231023102,0.33003300330033,8.58085808580858,5.61056105610561,0,15.5115511551155,4.95049504950495,3.63036303630363,4.62046204620462,1.65016501650165,5.28052805280528,9.24092409240924,7.26072607260726,7.59075907590759,8.25082508250825,1.32013201320132,10.2310231023102,0.33003300330033,0,0,0,0.66006600660066
"126","2012","Fraktion der Schweizerischen Volkspartei",500,5.4,3.2,2.2,12.6,0.6,8.2,19,0.8,5.8,9.8,0.2,11.2,1.8,1.2,1.4,0.4,3.2,11.6,6.6,3,9,2,7.6,0.2,0.8,0.2,0.4,0.4
"127","2012","Fraktionslos",25,0,0,0,12,0,0,24,0,8,0,0,36,0,0,4,0,4,8,4,0,0,0,28,16,0,0,0,0
"128","2012","Grüne Fraktion",191,4.71204188481675,3.1413612565445,0,13.0890052356021,0,7.32984293193717,11.5183246073298,0,4.71204188481675,3.66492146596859,0,15.7068062827225,5.23560209424084,1.04712041884817,1.57068062827225,1.04712041884817,4.18848167539267,9.42408376963351,15.1832460732984,18.848167539267,2.09424083769634,0,6.28272251308901,0,0.523560209424084,0,0,0
"129","2012","Grünliberale Fraktion",62,6.45161290322581,12.9032258064516,0,11.2903225806452,0,6.45161290322581,17.741935483871,0,8.06451612903226,0,0,16.1290322580645,4.83870967741935,4.83870967741935,1.61290322580645,0,3.2258064516129,9.67741935483871,9.67741935483871,11.2903225806452,6.45161290322581,0,1.61290322580645,0,0,0,0,0
"130","2012","Sozialdemokratische Fraktion",591,9.13705583756345,5.75296108291032,1.01522842639594,12.1827411167513,0.169204737732657,2.36886632825719,18.7817258883249,0.338409475465313,8.46023688663283,4.06091370558376,1.01522842639594,18.4433164128596,2.36886632825719,2.19966159052453,4.56852791878173,0.676818950930626,3.04568527918782,5.75296108291032,5.75296108291032,6.09137055837563,6.09137055837563,1.01522842639594,8.9678510998308,0.676818950930626,0.338409475465313,0,1.35363790186125,0.50761421319797
"132","2013","FDP-Liberale Fraktion",232,3.01724137931034,4.74137931034483,2.1551724137931,20.2586206896552,0,3.87931034482759,12.5,0.431034482758621,9.91379310344828,3.44827586206897,0.431034482758621,11.2068965517241,4.74137931034483,6.89655172413793,2.58620689655172,1.29310344827586,7.75862068965517,8.62068965517241,3.44827586206897,6.46551724137931,9.91379310344828,0,11.6379310344828,0,0.431034482758621,0,0.862068965517241,0
"133","2013","Fraktion BD",34,5.88235294117647,5.88235294117647,5.88235294117647,11.7647058823529,0,2.94117647058824,11.7647058823529,0,8.82352941176471,5.88235294117647,0,2.94117647058824,5.88235294117647,2.94117647058824,2.94117647058824,0,11.7647058823529,26.4705882352941,5.88235294117647,5.88235294117647,5.88235294117647,0,0,0,0,0,0,0
"134","2013","Fraktion CVP-EVP",324,5.8641975308642,9.25925925925926,0.617283950617284,25.3086419753086,0.308641975308642,4.62962962962963,8.95061728395062,0.617283950617284,12.3456790123457,4.32098765432099,2.16049382716049,12.962962962963,3.08641975308642,4.01234567901235,6.17283950617284,0.925925925925926,4.62962962962963,11.4197530864198,8.02469135802469,2.77777777777778,8.02469135802469,0.308641975308642,7.09876543209877,0,0,0,0.308641975308642,0
"135","2013","Fraktion der Schweizerischen Volkspartei",518,6.37065637065637,7.91505791505791,5.01930501930502,15.0579150579151,0.386100386100386,6.37065637065637,16.4092664092664,1.93050193050193,8.3011583011583,8.10810810810811,0.579150579150579,7.33590733590734,2.7027027027027,2.8957528957529,1.35135135135135,2.12355212355212,6.37065637065637,10.4247104247104,4.63320463320463,3.66795366795367,12.7413127413127,1.54440154440154,11.7760617760618,0.193050193050193,0.772200772200772,0,0.579150579150579,0.386100386100386
"136","2013","Fraktionslos",21,0,4.76190476190476,0,4.76190476190476,0,0,23.8095238095238,9.52380952380952,9.52380952380952,0,4.76190476190476,47.6190476190476,0,0,0,0,4.76190476190476,4.76190476190476,0,0,14.2857142857143,0,19.047619047619,9.52380952380952,4.76190476190476,0,9.52380952380952,4.76190476190476
"137","2013","Grüne Fraktion",228,11.4035087719298,11.4035087719298,0,14.4736842105263,0.87719298245614,3.94736842105263,9.64912280701754,0,10.5263157894737,4.82456140350877,0.87719298245614,8.33333333333333,1.75438596491228,0,0.87719298245614,0.43859649122807,9.64912280701754,7.01754385964912,11.8421052631579,14.0350877192982,9.64912280701754,0.87719298245614,9.21052631578947,0,0,0,0.87719298245614,0.87719298245614
"138","2013","Grünliberale Fraktion",94,1.06382978723404,7.4468085106383,0,8.51063829787234,0,11.7021276595745,12.7659574468085,0,4.25531914893617,1.06382978723404,0,13.8297872340426,2.12765957446809,1.06382978723404,0,3.19148936170213,3.19148936170213,13.8297872340426,18.0851063829787,19.1489361702128,5.31914893617021,0,4.25531914893617,0,0,0,1.06382978723404,0
"139","2013","Sozialdemokratische Fraktion",591,12.0135363790186,9.64467005076142,2.03045685279188,13.3671742808799,1.01522842639594,2.03045685279188,14.0439932318105,0.846023688663283,13.1979695431472,1.86125211505922,0.50761421319797,11.6751269035533,2.7072758037225,3.21489001692047,5.0761421319797,2.19966159052453,5.92216582064298,6.26057529610829,4.73773265651438,7.27580372250423,8.12182741116751,2.03045685279188,9.98307952622674,0.169204737732657,0.169204737732657,0,0.846023688663283,1.01522842639594
"141","2014","FDP-Liberale Fraktion",268,5.22388059701493,4.1044776119403,5.22388059701493,22.7611940298507,5.22388059701493,5.22388059701493,16.7910447761194,7.83582089552239,9.32835820895522,6.71641791044776,5.97014925373134,11.9402985074627,5.22388059701493,3.35820895522388,5.59701492537313,3.73134328358209,9.70149253731343,7.83582089552239,4.85074626865672,7.08955223880597,15.6716417910448,0.746268656716418,3.73134328358209,6.34328358208955,0.746268656716418,0.373134328358209,0.373134328358209,1.86567164179104
"142","2014","Fraktion BD",39,0,7.69230769230769,12.8205128205128,15.3846153846154,12.8205128205128,10.2564102564103,12.8205128205128,2.56410256410256,0,5.12820512820513,2.56410256410256,7.69230769230769,2.56410256410256,2.56410256410256,7.69230769230769,2.56410256410256,10.2564102564103,17.9487179487179,25.6410256410256,15.3846153846154,2.56410256410256,0,0,5.12820512820513,2.56410256410256,0,0,0
"143","2014","Fraktion CVP-EVP",334,10.4790419161677,11.9760479041916,8.38323353293413,14.0718562874251,4.19161676646707,4.79041916167665,10.1796407185629,2.69461077844311,9.58083832335329,8.38323353293413,2.9940119760479,11.9760479041916,3.59281437125748,5.38922155688623,7.18562874251497,0.898203592814371,6.58682634730539,14.9700598802395,7.48502994011976,4.19161676646707,10.7784431137725,1.79640718562874,5.38922155688623,2.39520958083832,3.29341317365269,1.49700598802395,1.49700598802395,2.39520958083832
"144","2014","Fraktion der Schweizerischen Volkspartei",530,11.5094339622642,6.9811320754717,12.0754716981132,14.9056603773585,2.26415094339623,6.9811320754717,12.6415094339623,3.77358490566038,5.66037735849057,13.5849056603774,2.45283018867925,9.62264150943396,1.50943396226415,5.28301886792453,4.15094339622642,2.26415094339623,6.9811320754717,8.30188679245283,7.73584905660377,3.58490566037736,14.7169811320755,3.20754716981132,3.77358490566038,1.50943396226415,1.69811320754717,0.188679245283019,1.13207547169811,2.45283018867925
"145","2014","Grüne Fraktion",229,11.7903930131004,12.6637554585153,4.36681222707424,18.3406113537118,3.93013100436681,7.4235807860262,6.55021834061135,0.873362445414847,6.98689956331878,9.17030567685589,0.873362445414847,16.1572052401747,3.49344978165939,2.62008733624454,3.05676855895197,3.93013100436681,6.11353711790393,6.55021834061135,23.1441048034934,10.0436681222707,11.353711790393,1.31004366812227,3.49344978165939,1.31004366812227,1.31004366812227,0,1.74672489082969,3.05676855895197
"146","2014","Grünliberale Fraktion",89,6.74157303370786,10.1123595505618,4.49438202247191,16.8539325842697,2.24719101123596,7.86516853932584,11.2359550561798,5.61797752808989,8.98876404494382,0,3.37078651685393,10.1123595505618,3.37078651685393,1.12359550561798,4.49438202247191,5.61797752808989,1.12359550561798,23.5955056179775,26.9662921348315,24.7191011235955,3.37078651685393,1.12359550561798,1.12359550561798,2.24719101123596,0,0,0,1.12359550561798
"147","2014","Sozialdemokratische Fraktion",611,14.5662847790507,8.51063829787234,4.90998363338789,15.7119476268412,5.07364975450082,2.61865793780687,12.9296235679214,3.10965630114566,11.4566284779051,6.21931260229133,4.4189852700491,19.4762684124386,4.09165302782324,4.25531914893617,6.87397708674304,3.60065466448445,4.4189852700491,8.18330605564648,7.52864157119476,4.74631751227496,10.9656301145663,1.6366612111293,4.74631751227496,2.12765957446809,3.27332242225859,0.327332242225859,1.30932896890344,3.76432078559738
"149","2015","CVP-Fraktion",48,8.33333333333333,12.5,2.08333333333333,31.25,12.5,4.16666666666667,16.6666666666667,8.33333333333333,6.25,6.25,2.08333333333333,8.33333333333333,2.08333333333333,8.33333333333333,6.25,0,10.4166666666667,25,25,6.25,12.5,0,0,0,2.08333333333333,0,0,2.08333333333333
"150","2015","FDP-Liberale Fraktion",285,7.71929824561404,5.26315789473684,7.01754385964912,30.5263157894737,7.71929824561404,4.21052631578947,16.8421052631579,8.7719298245614,6.31578947368421,6.31578947368421,7.36842105263158,16.4912280701754,3.50877192982456,4.91228070175439,3.50877192982456,3.85964912280702,9.47368421052632,9.82456140350877,4.56140350877193,4.56140350877193,12.9824561403509,1.40350877192982,1.75438596491228,5.96491228070175,3.85964912280702,0.701754385964912,1.40350877192982,2.45614035087719
"151","2015","Fraktion BD",60,10,5,0,15,11.6666666666667,11.6666666666667,10,6.66666666666667,20,5,0,13.3333333333333,1.66666666666667,0,6.66666666666667,5,5,5,11.6666666666667,5,11.6666666666667,3.33333333333333,1.66666666666667,8.33333333333333,5,1.66666666666667,0,3.33333333333333
"152","2015","Fraktion CVP-EVP",235,10.6382978723404,5.95744680851064,6.38297872340426,21.7021276595745,6.80851063829787,5.95744680851064,16.1702127659574,5.95744680851064,13.1914893617021,12.3404255319149,4.25531914893617,10.2127659574468,5.1063829787234,2.12765957446809,5.53191489361702,1.27659574468085,7.65957446808511,15.3191489361702,7.65957446808511,4.25531914893617,11.9148936170213,1.27659574468085,3.40425531914894,5.53191489361702,6.38297872340426,0.425531914893617,0,2.12765957446809
"153","2015","Fraktion der Schweizerischen Volkspartei",556,12.0503597122302,11.5107913669065,6.29496402877698,17.0863309352518,5.03597122302158,8.81294964028777,15.2877697841727,9.53237410071942,6.29496402877698,14.9280575539568,2.51798561151079,10.431654676259,1.43884892086331,3.23741007194245,1.97841726618705,0.899280575539568,9.53237410071942,12.7697841726619,6.65467625899281,2.51798561151079,16.726618705036,3.59712230215827,1.43884892086331,2.69784172661871,4.31654676258993,0.719424460431655,0.719424460431655,2.15827338129496
"154","2015","Grüne Fraktion",200,16.5,10,4.5,13.5,4.5,12,10,2,6.5,11,2,11.5,2.5,1,3,4,6,12,32,13,9,1,0.5,1.5,3,0.5,0.5,5.5
"155","2015","Grünliberale Fraktion",82,6.09756097560976,10.9756097560976,3.65853658536585,14.6341463414634,3.65853658536585,1.21951219512195,15.8536585365854,2.4390243902439,4.8780487804878,4.8780487804878,3.65853658536585,15.8536585365854,1.21951219512195,3.65853658536585,2.4390243902439,3.65853658536585,10.9756097560976,15.8536585365854,25.609756097561,24.390243902439,9.75609756097561,3.65853658536585,1.21951219512195,4.8780487804878,0,0,0,2.4390243902439
"156","2015","Sozialdemokratische Fraktion",583,15.7804459691252,7.54716981132075,3.60205831903945,16.295025728988,12.6929674099485,3.08747855917667,17.6672384219554,6.34648370497427,12.0068610634648,7.03259005145798,6.17495711835334,13.7221269296741,3.08747855917667,4.80274442538594,6.68953687821612,1.54373927958834,9.94854202401372,7.89022298456261,11.3207547169811,8.06174957118353,10.2915951972556,3.60205831903945,0.857632933104631,4.45969125214408,4.11663807890223,1.02915951972556,2.40137221269297,4.63121783876501
"158","2016","CVP-Fraktion",314,11.1464968152866,9.55414012738854,3.82165605095541,20.7006369426752,9.55414012738854,3.5031847133758,12.7388535031847,4.45859872611465,10.828025477707,11.1464968152866,8.59872611464968,11.7834394904459,4.45859872611465,7.00636942675159,7.64331210191083,2.86624203821656,17.515923566879,13.6942675159236,7.96178343949045,3.18471337579618,18.4713375796178,0.955414012738854,0.636942675159236,4.45859872611465,2.86624203821656,0,0.955414012738854,4.14012738853503
"159","2016","FDP-Liberale Fraktion",259,6.94980694980695,10.4247104247104,7.33590733590734,27.7992277992278,8.88030888030888,3.86100386100386,18.1467181467181,10.4247104247104,8.10810810810811,8.49420849420849,11.1969111969112,6.94980694980695,4.63320463320463,6.17760617760618,4.24710424710425,2.7027027027027,14.6718146718147,10.8108108108108,5.01930501930502,3.47490347490348,23.1660231660232,3.08880308880309,1.15830115830116,4.24710424710425,3.47490347490348,0,0.386100386100386,2.7027027027027
"160","2016","Fraktion BD",44,0,20.4545454545455,4.54545454545455,11.3636363636364,11.3636363636364,2.27272727272727,4.54545454545455,6.81818181818182,22.7272727272727,11.3636363636364,6.81818181818182,22.7272727272727,2.27272727272727,6.81818181818182,6.81818181818182,0,15.9090909090909,9.09090909090909,9.09090909090909,2.27272727272727,22.7272727272727,0,0,2.27272727272727,15.9090909090909,0,2.27272727272727,6.81818181818182
"161","2016","Fraktion der Schweizerischen Volkspartei",567,19.4003527336861,17.1075837742504,10.7583774250441,12.5220458553792,6.87830687830688,4.05643738977072,13.7566137566138,5.82010582010582,7.40740740740741,26.984126984127,4.93827160493827,10.7583774250441,1.7636684303351,4.40917107583774,1.94003527336861,2.11640211640212,5.64373897707231,8.994708994709,5.4673721340388,4.23280423280423,22.7513227513227,2.64550264550265,0.529100529100529,4.23280423280423,7.93650793650794,0.881834215167548,1.94003527336861,3.17460317460317
"162","2016","Grüne Fraktion",164,15.8536585365854,11.5853658536585,6.70731707317073,35.9756097560976,7.92682926829268,6.09756097560976,6.09756097560976,14.0243902439024,9.14634146341463,12.8048780487805,1.82926829268293,8.53658536585366,0,1.82926829268293,6.09756097560976,7.31707317073171,4.8780487804878,8.53658536585366,21.9512195121951,16.4634146341463,18.2926829268293,1.82926829268293,0.609756097560976,3.04878048780488,1.82926829268293,0.609756097560976,1.82926829268293,6.09756097560976
"163","2016","Grünliberale Fraktion",59,11.864406779661,6.77966101694915,0,30.5084745762712,6.77966101694915,11.864406779661,16.9491525423729,6.77966101694915,3.38983050847458,1.69491525423729,1.69491525423729,10.1694915254237,3.38983050847458,3.38983050847458,3.38983050847458,3.38983050847458,10.1694915254237,15.2542372881356,27.1186440677966,18.6440677966102,13.5593220338983,0,3.38983050847458,1.69491525423729,1.69491525423729,0,1.69491525423729,1.69491525423729
"164","2016","Sozialdemokratische Fraktion",511,16.8297455968689,11.3502935420744,3.13111545988258,26.2230919765166,12.720156555773,2.93542074363992,13.894324853229,10.7632093933464,11.9373776908023,10.958904109589,3.52250489236791,14.0900195694716,2.34833659491194,3.52250489236791,6.26223091976517,1.95694716242661,7.6320939334638,9.39334637964775,10.7632093933464,8.21917808219178,17.6125244618395,0.978473581213307,0.782778864970646,3.13111545988258,5.0880626223092,1.95694716242661,3.91389432485323,9.58904109589041
"166","2017","CVP-Fraktion",343,13.4110787172012,9.32944606413994,6.99708454810496,27.4052478134111,7.28862973760933,3.2069970845481,15.4518950437318,4.08163265306122,9.91253644314869,9.62099125364431,6.70553935860058,15.7434402332362,3.49854227405248,4.3731778425656,6.70553935860058,2.33236151603499,14.5772594752187,10.2040816326531,14.868804664723,2.91545189504373,18.9504373177843,0.87463556851312,0.87463556851312,2.91545189504373,4.95626822157434,0.87463556851312,0.291545189504373,5.53935860058309
"167","2017","FDP-Liberale Fraktion",266,3.7593984962406,8.64661654135338,4.51127819548872,30.0751879699248,8.27067669172932,5.26315789473684,18.4210526315789,11.2781954887218,5.6390977443609,5.6390977443609,7.89473684210526,9.3984962406015,6.76691729323308,4.88721804511278,4.13533834586466,3.7593984962406,24.0601503759398,12.0300751879699,7.5187969924812,4.88721804511278,21.0526315789474,0.75187969924812,1.50375939849624,6.01503759398496,1.8796992481203,0.37593984962406,1.50375939849624,4.13533834586466
"168","2017","Fraktion BD",44,4.54545454545455,13.6363636363636,11.3636363636364,22.7272727272727,6.81818181818182,4.54545454545455,20.4545454545455,4.54545454545455,13.6363636363636,2.27272727272727,11.3636363636364,20.4545454545455,4.54545454545455,4.54545454545455,11.3636363636364,2.27272727272727,0,4.54545454545455,11.3636363636364,6.81818181818182,13.6363636363636,2.27272727272727,0,2.27272727272727,13.6363636363636,0,0,9.09090909090909
"169","2017","Fraktion der Schweizerischen Volkspartei",682,12.316715542522,13.049853372434,12.6099706744868,15.2492668621701,5.86510263929619,6.01173020527859,21.1143695014663,6.59824046920821,8.35777126099707,26.3929618768328,6.3049853372434,10.9970674486804,2.05278592375367,5.42521994134897,2.05278592375367,2.34604105571848,8.06451612903226,8.06451612903226,7.62463343108504,1.61290322580645,23.3137829912023,3.51906158357771,0.733137829912023,2.93255131964809,8.35777126099707,1.02639296187683,0.586510263929619,2.63929618768328
"170","2017","Grüne Fraktion",197,17.258883248731,15.2284263959391,3.04568527918782,19.7969543147208,7.61421319796954,11.6751269035533,10.1522842639594,4.56852791878173,14.2131979695431,11.1675126903553,3.55329949238579,12.6903553299492,1.01522842639594,0.50761421319797,3.55329949238579,6.09137055837563,11.6751269035533,9.13705583756345,32.994923857868,8.12182741116751,12.6903553299492,1.52284263959391,0.50761421319797,4.56852791878173,6.5989847715736,0.50761421319797,2.03045685279188,10.1522842639594
"171","2017","Grünliberale Fraktion",66,3.03030303030303,7.57575757575758,1.51515151515152,25.7575757575758,7.57575757575758,12.1212121212121,12.1212121212121,7.57575757575758,9.09090909090909,1.51515151515152,10.6060606060606,15.1515151515152,3.03030303030303,3.03030303030303,3.03030303030303,6.06060606060606,15.1515151515152,22.7272727272727,37.8787878787879,13.6363636363636,13.6363636363636,0,0,3.03030303030303,1.51515151515152,0,0,0
