"","year","a_council","N","Internationale_Politik","Sicherheitspolitik","Europapolitik","Wirtschaft","Beschäftigung_Arbeit","Landwirtschaft","Finanzwesen","Steuer","Soziale_Fragen","Migration","Sozialer_Schutz","Gesundheit","Raumplanung_Wohnungswesen","Kultur","Bildung","Wissenschaft_Forschung","Medien_Kommunikation","Verkehr","Umwelt","Energie","Staatspolitik","Parlament","Recht_allgemein","Zivilrecht","Strafrecht","Gerichtswesen","Internationales_Recht","Menschenrechte"
"79","2014","Bundesrat",84,10.7142857142857,14.2857142857143,7.14285714285714,7.14285714285714,1.19047619047619,1.19047619047619,19.047619047619,9.52380952380952,8.33333333333333,8.33333333333333,3.57142857142857,1.19047619047619,2.38095238095238,1.19047619047619,0,2.38095238095238,2.38095238095238,5.95238095238095,3.57142857142857,0,4.76190476190476,1.19047619047619,9.52380952380952,4.76190476190476,2.38095238095238,0,9.52380952380952,2.38095238095238
"80","2014","Volksinitiative",7,0,0,0,14.2857142857143,0,0,14.2857142857143,14.2857142857143,14.2857142857143,0,14.2857142857143,14.2857142857143,0,0,14.2857142857143,0,0,14.2857142857143,14.2857142857143,14.2857142857143,14.2857142857143,0,0,0,0,0,0,0
"81","2015","Nationalrat",1944,12.8600823045267,8.53909465020576,4.83539094650206,18.3641975308642,7.81893004115226,6.32716049382716,15.2263374485597,7.25308641975309,9.5679012345679,9.77366255144033,3.90946502057613,12.5,2.72633744855967,3.44650205761317,4.4238683127572,2.10905349794239,8.64197530864197,11.1111111111111,11.9341563786008,6.68724279835391,12.3971193415638,2.9320987654321,1.23456790123457,4.21810699588477,4.16666666666667,0.771604938271605,1.13168724279835,3.18930041152263
"82","2015","Ständerat",174,6.89655172413793,7.47126436781609,8.04597701149425,22.9885057471264,9.19540229885057,4.02298850574713,21.264367816092,4.02298850574713,5.17241379310345,8.62068965517241,8.62068965517241,10.3448275862069,2.8735632183908,5.17241379310345,3.44827586206897,1.72413793103448,11.4942528735632,13.2183908045977,6.89655172413793,4.59770114942529,16.0919540229885,9.19540229885057,3.44827586206897,2.8735632183908,4.02298850574713,0.574712643678161,1.14942528735632,3.44827586206897
"84","2015","Bundesrat",71,23.943661971831,8.45070422535211,9.85915492957746,15.4929577464789,5.63380281690141,0,15.4929577464789,21.1267605633803,0,1.40845070422535,2.8169014084507,11.2676056338028,4.22535211267606,0,1.40845070422535,4.22535211267606,2.8169014084507,4.22535211267606,4.22535211267606,4.22535211267606,8.45070422535211,2.8169014084507,0,7.04225352112676,0,1.40845070422535,2.8169014084507,2.8169014084507
"85","2015","Volksinitiative",4,0,0,0,25,0,50,25,25,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25
"86","2016","Nationalrat",1811,14.7432357813363,12.921038100497,6.18442849254556,21.7559359469906,9.05577029265599,4.03092214246273,13.6388735505246,8.66924351187189,9.3870789618995,15.4610712313639,5.57702926559912,11.2092766427388,2.31916068470458,4.58310325786858,4.91441192711209,2.76090557702927,9.71838763114302,10.4914411927112,9.3870789618995,6.46051905024848,20.2098288238542,2.04307012700166,0.883489784649365,3.92048591938156,5.13528437327443,0.93870789618995,2.04307012700166,5.35615681943678
"87","2016","Ständerat",171,13.4502923976608,7.60233918128655,6.4327485380117,19.8830409356725,10.5263157894737,2.33918128654971,11.6959064327485,4.09356725146199,11.6959064327485,8.7719298245614,7.01754385964912,14.6198830409357,7.01754385964912,5.26315789473684,3.50877192982456,1.75438596491228,9.35672514619883,7.60233918128655,7.01754385964912,4.67836257309941,19.8830409356725,7.60233918128655,0,1.75438596491228,7.01754385964912,1.16959064327485,2.33918128654971,4.09356725146199
"88","2016","Bundesrat",69,31.8840579710145,7.2463768115942,7.2463768115942,13.0434782608696,4.34782608695652,5.79710144927536,28.9855072463768,14.4927536231884,5.79710144927536,2.89855072463768,2.89855072463768,4.34782608695652,4.34782608695652,0,1.44927536231884,2.89855072463768,7.2463768115942,7.2463768115942,4.34782608695652,1.44927536231884,13.0434782608696,2.89855072463768,0,2.89855072463768,5.79710144927536,1.44927536231884,2.89855072463768,1.44927536231884
"89","2016","Volksinitiative",3,0,0,0,33.3333333333333,0,33.3333333333333,33.3333333333333,33.3333333333333,0,0,0,33.3333333333333,0,0,0,0,33.3333333333333,0,33.3333333333333,0,0,0,0,0,0,0,0,0
"90","2017","Nationalrat",2048,13.28125,12.01171875,7.421875,20.8984375,7.6171875,5.56640625,17.626953125,6.982421875,10.9375,13.232421875,5.810546875,14.208984375,3.076171875,3.857421875,4.4921875,3.515625,12.744140625,9.423828125,12.353515625,3.515625,19.189453125,2.05078125,0.732421875,4.00390625,6.982421875,0.732421875,0.9765625,6.201171875
"91","2017","Ständerat",179,9.49720670391062,8.93854748603352,10.0558659217877,29.0502793296089,6.14525139664805,3.35195530726257,20.1117318435754,10.0558659217877,10.0558659217877,8.93854748603352,10.6145251396648,13.4078212290503,5.02793296089385,4.46927374301676,4.46927374301676,1.67597765363128,11.731843575419,11.1731843575419,10.6145251396648,3.91061452513966,19.5530726256983,6.14525139664805,1.67597765363128,2.23463687150838,3.91061452513966,0.558659217877095,1.67597765363128,5.02793296089385
"92","2017","Bundesrat",60,33.3333333333333,15,10,11.6666666666667,3.33333333333333,1.66666666666667,13.3333333333333,11.6666666666667,6.66666666666667,3.33333333333333,1.66666666666667,5,3.33333333333333,3.33333333333333,1.66666666666667,1.66666666666667,11.6666666666667,3.33333333333333,8.33333333333333,0,11.6666666666667,1.66666666666667,3.33333333333333,6.66666666666667,1.66666666666667,1.66666666666667,3.33333333333333,3.33333333333333
"93","2017","Volksinitiative",7,0,0,28.5714285714286,28.5714285714286,0,42.8571428571429,0,0,0,14.2857142857143,0,0,14.2857142857143,0,0,0,0,14.2857142857143,28.5714285714286,0,42.8571428571429,0,14.2857142857143,0,0,0,14.2857142857143,14.2857142857143
